Abrangência;nome;sigla;Casos.confirmados;Óbitos;dia;confirmados
Unidade da Federação;SANTA CATARINA;SC;  7;NA;2020-03-16;  7
Unidade da Federação;RIO GRANDE DO SUL;RS;  6;NA;2020-03-16;  6
Unidade da Federação;MATO GROSSO DO SUL;MS;  2;NA;2020-03-16;  2
Unidade da Federação;MATO GROSSO;MT;  0;NA;2020-03-16;  0
Unidade da Federação;GOIÁS;GO;  3;NA;2020-03-16;  3
Unidade da Federação;DISTRITO FEDERAL;DF; 13;NA;2020-03-16; 13
Unidade da Federação;RONDÔNIA;RO;  0;NA;2020-03-17;  0
Unidade da Federação;ACRE;AC;  0;NA;2020-03-17;  0
Unidade da Federação;AMAZONAS;AM;  1;NA;2020-03-17;  1
Unidade da Federação;RORAIMA;RR;  0;NA;2020-03-17;  0
Unidade da Federação;PARÁ;PA;  0;NA;2020-03-17;  0
Unidade da Federação;AMAPÁ;AP;  0;NA;2020-03-17;  0
Unidade da Federação;TOCANTINS;TO;  0;NA;2020-03-17;  0
Unidade da Federação;MARANHÃO;MA;  0;NA;2020-03-17;  0
Unidade da Federação;PIAUÍ;PI;  0;NA;2020-03-17;  0
Unidade da Federação;CEARÁ;CE;  5;NA;2020-03-17;  5
Unidade da Federação;RIO GRANDE DO NORTE;RN;  1;NA;2020-03-17;  1
Unidade da Federação;PARAÍBA;PB;  0;NA;2020-03-17;  0
Unidade da Federação;PERNAMBUCO;PE; 16;NA;2020-03-17; 16
Unidade da Federação;ALAGOAS;AL;  1;NA;2020-03-17;  1
Unidade da Federação;SERGIPE;SE;  4;NA;2020-03-17;  4
Unidade da Federação;BAHIA;BA;  3;NA;2020-03-17;  3
Unidade da Federação;MINAS GERAIS;MG;  7;NA;2020-03-17;  7
Unidade da Federação;ESPÍRITO SANTO;ES;  1;NA;2020-03-17;  1
Unidade da Federação;RIO DE JANEIRO;RJ; 33;NA;2020-03-17; 33
Unidade da Federação;SÃO PAULO;SP;164; 1;2020-03-17;164
Unidade da Federação;PARANÁ;PR;  6;NA;2020-03-17;  6
Unidade da Federação;SANTA CATARINA;SC;  7;NA;2020-03-17;  7
Unidade da Federação;RIO GRANDE DO SUL;RS; 10;NA;2020-03-17; 10
Unidade da Federação;MATO GROSSO DO SUL;MS;  4;NA;2020-03-17;  4
Unidade da Federação;MATO GROSSO;MT;  0;NA;2020-03-17;  0
Unidade da Federação;GOIÁS;GO;  6;NA;2020-03-17;  6
Unidade da Federação;DISTRITO FEDERAL;DF; 21;NA;2020-03-17; 21
Unidade da Federação;RONDÔNIA;RO;  0;NA;2020-03-18;  0
Unidade da Federação;ACRE;AC;  0;NA;2020-03-18;  0
Unidade da Federação;AMAZONAS;AM;  1;NA;2020-03-18;  1
Unidade da Federação;RORAIMA;RR;  0;NA;2020-03-18;  0
Unidade da Federação;PARÁ;PA;  0;NA;2020-03-18;  0
Unidade da Federação;AMAPÁ;AP;  0;NA;2020-03-18;  0
Unidade da Federação;TOCANTINS;TO;  0;NA;2020-03-18;  0
Unidade da Federação;MARANHÃO;MA;  0;NA;2020-03-18;  0
Unidade da Federação;PIAUÍ;PI;  0;NA;2020-03-18;  0
Unidade da Federação;CEARÁ;CE;  9;NA;2020-03-18;  9
Unidade da Federação;RIO GRANDE DO NORTE;RN;  1;NA;2020-03-18;  1
Unidade da Federação;PARAÍBA;PB;  0;NA;2020-03-18;  0
Unidade da Federação;PERNAMBUCO;PE; 16;NA;2020-03-18; 16
Unidade da Federação;ALAGOAS;AL;  1;NA;2020-03-18;  1
Unidade da Federação;SERGIPE;SE;  5;NA;2020-03-18;  5
Unidade da Federação;BAHIA;BA;  3;NA;2020-03-18;  3
Unidade da Federação;MINAS GERAIS;MG; 15;NA;2020-03-18; 15
Unidade da Federação;ESPÍRITO SANTO;ES;  9;NA;2020-03-18;  9
Unidade da Federação;RIO DE JANEIRO;RJ; 45;NA;2020-03-18; 45
Unidade da Federação;SÃO PAULO;SP;240; 4;2020-03-18;240
Unidade da Federação;PARANÁ;PR; 13;NA;2020-03-18; 13
Unidade da Federação;SANTA CATARINA;SC; 10;NA;2020-03-18; 10
Unidade da Federação;RIO GRANDE DO SUL;RS; 19;NA;2020-03-18; 19
Unidade da Federação;MATO GROSSO DO SUL;MS;  7;NA;2020-03-18;  7
Unidade da Federação;MATO GROSSO;MT;  0;NA;2020-03-18;  0
Unidade da Federação;GOIÁS;GO;  8;NA;2020-03-18;  8
Unidade da Federação;DISTRITO FEDERAL;DF; 26;NA;2020-03-18; 26
Unidade da Federação;ACRE;AC;  3;NA;2020-03-19;  3
Unidade da Federação;ALAGOAS;AL;  4;NA;2020-03-19;  4
Unidade da Federação;AMAPÁ;AP;  0;NA;2020-03-19;  0
Unidade da Federação;AMAZONAS;AM;  3;NA;2020-03-19;  3
Unidade da Federação;BAHIA;BA; 30;NA;2020-03-19; 30
Unidade da Federação;CEARÁ;CE; 20;NA;2020-03-19; 20
Unidade da Federação;DISTRITO FEDERAL;DF; 42;NA;2020-03-19; 42
Unidade da Federação;ESPÍRITO SANTO;ES; 11;NA;2020-03-19; 11
Unidade da Federação;GOIÁS;GO; 12;NA;2020-03-19; 12
Unidade da Federação;MARANHÃO;MA;  0;NA;2020-03-19;  0
Unidade da Federação;MATO GROSSO;MT;  0;NA;2020-03-19;  0
Unidade da Federação;MATO GROSSO DO SUL;MS;  7;NA;2020-03-19;  7
Unidade da Federação;MINAS GERAIS;MG; 29;NA;2020-03-19; 29
Unidade da Federação;PARÁ;PA;  1;NA;2020-03-19;  1
Unidade da Federação;PARAÍBA;PB;  1;NA;2020-03-19;  1
Unidade da Federação;PARANÁ;PR; 23;NA;2020-03-19; 23
Unidade da Federação;PERNAMBUCO;PE; 28;NA;2020-03-19; 28
Unidade da Federação;PIAUÍ;PI;  0;NA;2020-03-19;  0
Unidade da Federação;RIO DE JANEIRO;RJ; 65; 2;2020-03-19; 65
Unidade da Federação;RIO GRANDE DO NORTE;RN;  1;NA;2020-03-19;  1
Unidade da Federação;RIO GRANDE DO SUL;RS; 28;NA;2020-03-19; 28
Unidade da Federação;RONDÔNIA;RO;  0;NA;2020-03-19;  0
Unidade da Federação;RORAIMA;RR;  0;NA;2020-03-19;  0
Unidade da Federação;SANTA CATARINA;SC; 20;NA;2020-03-19; 20
Unidade da Federação;SÃO PAULO;SP;286; 2;2020-03-19;286
Unidade da Federação;SERGIPE;SE;  6;NA;2020-03-19;  6
Unidade da Federação;TOCANTINS;TO;  1;NA;2020-03-19;  1
Unidade da Federação;ACRE;AC;  7;NA;2020-03-20;  7
Unidade da Federação;ALAGOAS;AL;  5;NA;2020-03-20;  5
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-20;  1
Unidade da Federação;AMAZONAS;AM;  3;NA;2020-03-20;  3
Unidade da Federação;BAHIA;BA; 33;NA;2020-03-20; 33
Unidade da Federação;CEARÁ;CE; 55;NA;2020-03-20; 55
Unidade da Federação;DISTRITO FEDERAL;DF; 87;NA;2020-03-20; 87
Unidade da Federação;ESPÍRITO SANTO;ES; 13;NA;2020-03-20; 13
Unidade da Federação;GOIÁS;GO; 15;NA;2020-03-20; 15
Unidade da Federação;MARANHÃO;MA;  0;NA;2020-03-20;  0
Unidade da Federação;MATO GROSSO;MT;  1;NA;2020-03-20;  1
Unidade da Federação;MATO GROSSO DO SUL;MS;  9;NA;2020-03-20;  9
Unidade da Federação;MINAS GERAIS;MG; 35;NA;2020-03-20; 35
Unidade da Federação;PARÁ;PA;  2;NA;2020-03-20;  2
Unidade da Federação;PARAÍBA;PB;  1;NA;2020-03-20;  1
Unidade da Federação;PARANÁ;PR; 32;NA;2020-03-20; 32
Unidade da Federação;PERNAMBUCO;PE; 30;NA;2020-03-20; 30
Unidade da Federação;PIAUÍ;PI;  3;NA;2020-03-20;  3
Unidade da Federação;RIO DE JANEIRO;RJ;109; 2;2020-03-20;109
Unidade da Federação;RIO GRANDE DO NORTE;RN;  1;NA;2020-03-20;  1
Unidade da Federação;RIO GRANDE DO SUL;RS; 37;NA;2020-03-20; 37
Unidade da Federação;RONDÔNIA;RO;  1;NA;2020-03-20;  1
Unidade da Federação;RORAIMA;RR;  0;NA;2020-03-20;  0
Unidade da Federação;SANTA CATARINA;SC; 21;NA;2020-03-20; 21
Unidade da Federação;SÃO PAULO;SP;396; 9;2020-03-20;396
Unidade da Federação;SERGIPE;SE;  6;NA;2020-03-20;  6
Unidade da Federação;TOCANTINS;TO;  1;NA;2020-03-20;  1
Unidade da Federação;RONDÔNIA;RO;  1;NA;2020-03-21;  1
Unidade da Federação;ACRE;AC;  9;NA;2020-03-21;  9
Unidade da Federação;AMAZONAS;AM; 11;NA;2020-03-21; 11
Unidade da Federação;RORAIMA;RR;  0;NA;2020-03-21;  0
Unidade da Federação;PARÁ;PA;  2;NA;2020-03-21;  2
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-21;  1
Unidade da Federação;TOCANTINS;TO;  2;NA;2020-03-21;  2
Unidade da Federação;MARANHÃO;MA;  0;NA;2020-03-21;  0
Unidade da Federação;PIAUÍ;PI;  4;NA;2020-03-21;  4
Unidade da Federação;CEARÁ;CE; 68;NA;2020-03-21; 68
Unidade da Federação;RIO GRANDE DO NORTE;RN;  6;NA;2020-03-21;  6
Unidade da Federação;PARAÍBA;PB;  1;NA;2020-03-21;  1
Unidade da Federação;PERNAMBUCO;PE; 30;NA;2020-03-21; 30
Unidade da Federação;ALAGOAS;AL;  7;NA;2020-03-21;  7
Unidade da Federação;SERGIPE;SE; 10;NA;2020-03-21; 10
Unidade da Federação;BAHIA;BA; 41;NA;2020-03-21; 41
Unidade da Federação;MINAS GERAIS;MG; 38;NA;2020-03-21; 38
Unidade da Federação;ESPÍRITO SANTO;ES; 26;NA;2020-03-21; 26
Unidade da Federação;RIO DE JANEIRO;RJ;119; 3;2020-03-21;119
Unidade da Federação;SÃO PAULO;SP;459;15;2020-03-21;459
Unidade da Federação;PARANÁ;PR; 43;NA;2020-03-21; 43
Unidade da Federação;SANTA CATARINA;SC; 51;NA;2020-03-21; 51
Unidade da Federação;RIO GRANDE DO SUL;RS; 60;NA;2020-03-21; 60
Unidade da Federação;MATO GROSSO DO SUL;MS; 16;NA;2020-03-21; 16
Unidade da Federação;MATO GROSSO;MT;  2;NA;2020-03-21;  2
Unidade da Federação;GOIÁS;GO; 20;NA;2020-03-21; 20
Unidade da Federação;DISTRITO FEDERAL;DF;100;NA;2020-03-21;100
Unidade da Federação;ACRE;AC; 11;NA;2020-03-22; 11
Unidade da Federação;ALAGOAS;AL;  7;NA;2020-03-22;  7
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-22;  1
Unidade da Federação;AMAZONAS;AM; 26;NA;2020-03-22; 26
Unidade da Federação;BAHIA;BA; 49;NA;2020-03-22; 49
Unidade da Federação;CEARÁ;CE;112;NA;2020-03-22;112
Unidade da Federação;DISTRITO FEDERAL;DF;117;NA;2020-03-22;117
Unidade da Federação;ESPÍRITO SANTO;ES; 26;NA;2020-03-22; 26
Unidade da Federação;GOIÁS;GO; 21;NA;2020-03-22; 21
Unidade da Federação;MARANHÃO;MA;  2;NA;2020-03-22;  2
Unidade da Federação;MATO GROSSO;MT;  2;NA;2020-03-22;  2
Unidade da Federação;MATO GROSSO DO SUL;MS; 21;NA;2020-03-22; 21
Unidade da Federação;MINAS GERAIS;MG; 83;NA;2020-03-22; 83
Unidade da Federação;PARÁ;PA;  4;NA;2020-03-22;  4
Unidade da Federação;PARAÍBA;PB;  1;NA;2020-03-22;  1
Unidade da Federação;PARANÁ;PR; 50;NA;2020-03-22; 50
Unidade da Federação;PERNAMBUCO;PE; 37;NA;2020-03-22; 37
Unidade da Federação;PIAUÍ;PI;  4;NA;2020-03-22;  4
Unidade da Federação;RIO DE JANEIRO;RJ;186; 3;2020-03-22;186
Unidade da Federação;RIO GRANDE DO NORTE;RN;  9;NA;2020-03-22;  9
Unidade da Federação;RIO GRANDE DO SUL;RS; 72;NA;2020-03-22; 72
Unidade da Federação;RONDÔNIA;RO;  3;NA;2020-03-22;  3
Unidade da Federação;RORAIMA;RR;  2;NA;2020-03-22;  2
Unidade da Federação;SANTA CATARINA;SC; 57;NA;2020-03-22; 57
Unidade da Federação;SÃO PAULO;SP;631;22;2020-03-22;631
Unidade da Federação;SERGIPE;SE; 10;NA;2020-03-22; 10
Unidade da Federação;TOCANTINS;TO;  2;NA;2020-03-22;  2
Unidade da Federação;ACRE;AC; 11;NA;2020-03-23; 11
Unidade da Federação;ALAGOAS;AL;  7;NA;2020-03-23;  7
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-23;  1
Unidade da Federação;AMAZONAS;AM; 32;NA;2020-03-23; 32
Unidade da Federação;BAHIA;BA; 63;NA;2020-03-23; 63
Unidade da Federação;CEARÁ;CE;163;NA;2020-03-23;163
Unidade da Federação;DISTRITO FEDERAL;DF;133;NA;2020-03-23;133
Unidade da Federação;ESPÍRITO SANTO;ES; 29;NA;2020-03-23; 29
Unidade da Federação;GOIÁS;GO; 23;NA;2020-03-23; 23
Unidade da Federação;MARANHÃO;MA;  2;NA;2020-03-23;  2
Unidade da Federação;MATO GROSSO;MT;  2;NA;2020-03-23;  2
Unidade da Federação;MATO GROSSO DO SUL;MS; 21;NA;2020-03-23; 21
Unidade da Federação;MINAS GERAIS;MG;128;NA;2020-03-23;128
Unidade da Federação;PARÁ;PA;  5;NA;2020-03-23;  5
Unidade da Federação;PARAÍBA;PB;  2;NA;2020-03-23;  2
Unidade da Federação;PARANÁ;PR; 56;NA;2020-03-23; 56
Unidade da Federação;PERNAMBUCO;PE; 42;NA;2020-03-23; 42
Unidade da Federação;PIAUÍ;PI;  6;NA;2020-03-23;  6
Unidade da Federação;RIO DE JANEIRO;RJ;233; 4;2020-03-23;233
Unidade da Federação;RIO GRANDE DO NORTE;RN; 13;NA;2020-03-23; 13
Unidade da Federação;RIO GRANDE DO SUL;RS; 86;NA;2020-03-23; 86
Unidade da Federação;RONDÔNIA;RO;  3;NA;2020-03-23;  3
Unidade da Federação;RORAIMA;RR;  2;NA;2020-03-23;  2
Unidade da Federação;SANTA CATARINA;SC; 68;NA;2020-03-23; 68
Unidade da Federação;SÃO PAULO;SP;745;30;2020-03-23;745
Unidade da Federação;SERGIPE;SE; 10;NA;2020-03-23; 10
Unidade da Federação;TOCANTINS;TO;  5;NA;2020-03-23;  5
Unidade da Federação;ACRE;AC; 17;NA;2020-03-24; 17
Unidade da Federação;ALAGOAS;AL;  9;NA;2020-03-24;  9
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-24;  1
Unidade da Federação;AMAZONAS;AM; 47;NA;2020-03-24; 47
Unidade da Federação;BAHIA;BA; 76;NA;2020-03-24; 76
Unidade da Federação;CEARÁ;CE;182;NA;2020-03-24;182
Unidade da Federação;DISTRITO FEDERAL;DF;160;NA;2020-03-24;160
Unidade da Federação;ESPÍRITO SANTO;ES; 33;NA;2020-03-24; 33
Unidade da Federação;GOIÁS;GO; 27;NA;2020-03-24; 27
Unidade da Federação;MARANHÃO;MA;  8;NA;2020-03-24;  8
Unidade da Federação;MATO GROSSO;MT;  7;NA;2020-03-24;  7
Unidade da Federação;MATO GROSSO DO SUL;MS; 23;NA;2020-03-24; 23
Unidade da Federação;MINAS GERAIS;MG;130;NA;2020-03-24;130
Unidade da Federação;PARÁ;PA;  5;NA;2020-03-24;  5
Unidade da Federação;PARAÍBA;PB;  3;NA;2020-03-24;  3
Unidade da Federação;PARANÁ;PR; 65;NA;2020-03-24; 65
Unidade da Federação;PERNAMBUCO;PE; 42;NA;2020-03-24; 42
Unidade da Federação;PIAUÍ;PI;  6;NA;2020-03-24;  6
Unidade da Federação;RIO DE JANEIRO;RJ;305; 6;2020-03-24;305
Unidade da Federação;RIO GRANDE DO NORTE;RN; 13;NA;2020-03-24; 13
Unidade da Federação;RIO GRANDE DO SUL;RS; 98;NA;2020-03-24; 98
Unidade da Federação;RONDÔNIA;RO;  3;NA;2020-03-24;  3
Unidade da Federação;RORAIMA;RR;  2;NA;2020-03-24;  2
Unidade da Federação;SANTA CATARINA;SC;107;NA;2020-03-24;107
Unidade da Federação;SÃO PAULO;SP;810;40;2020-03-24;810
Unidade da Federação;SERGIPE;SE; 15;NA;2020-03-24; 15
Unidade da Federação;TOCANTINS;TO;  7;NA;2020-03-24;  7
Unidade da Federação;ACRE;AC; 23;NA;2020-03-25; 23
Unidade da Federação;ALAGOAS;AL; 11;NA;2020-03-25; 11
Unidade da Federação;AMAPÁ;AP;  1;NA;2020-03-25;  1
Unidade da Federação;AMAZONAS;AM; 54; 1;2020-03-25; 54
Unidade da Federação;BAHIA;BA; 84;NA;2020-03-25; 84
Unidade da Federação;CEARÁ;CE;200;NA;2020-03-25;200
Unidade da Federação;DISTRITO FEDERAL;DF;160;NA;2020-03-25;160
Unidade da Federação;ESPÍRITO SANTO;ES; 39;NA;2020-03-25; 39
Unidade da Federação;GOIÁS;GO; 29;NA;2020-03-25; 29
Unidade da Federação;MARANHÃO;MA;  8;NA;2020-03-25;  8
Unidade da Federação;MATO GROSSO;MT;  8;NA;2020-03-25;  8
Unidade da Federação;MATO GROSSO DO SUL;MS; 24;NA;2020-03-25; 24
Unidade da Federação;MINAS GERAIS;MG;133;NA;2020-03-25;133
Unidade da Federação;PARÁ;PA;  7;NA;2020-03-25;  7
Unidade da Federação;PARAÍBA;PB;  3;NA;2020-03-25;  3
Unidade da Federação;PARANÁ;PR; 81;NA;2020-03-25; 81
Unidade da Federação;PERNAMBUCO;PE; 46; 1;2020-03-25; 46
Unidade da Federação;PIAUÍ;PI;  8;NA;2020-03-25;  8
Unidade da Federação;RIO DE JANEIRO;RJ;370; 8;2020-03-25;370
Unidade da Federação;RIO GRANDE DO NORTE;RN; 14;NA;2020-03-25; 14
Unidade da Federação;RIO GRANDE DO SUL;RS;123; 1;2020-03-25;123
Unidade da Federação;RONDÔNIA;RO;  5;NA;2020-03-25;  5
Unidade da Federação;RORAIMA;RR;  8;NA;2020-03-25;  8
Unidade da Federação;SANTA CATARINA;SC;109;NA;2020-03-25;109
Unidade da Federação;SÃO PAULO;SP;862;48;2020-03-25;862
Unidade da Federação;SERGIPE;SE; 16;NA;2020-03-25; 16
Unidade da Federação;TOCANTINS;TO;  7;NA;2020-03-25;  7
