idMunicipio;confirmado;municipio;dia;suspeito;obito
230620;   1;ITAICABA;2020-04-12;   3;NA
230625;   6;ITAITINGA;2020-04-12;  42;  1
230630;   1;ITAPAJE;2020-04-12;   3;NA
230640;   4;ITAPIPOCA;2020-04-12;  41;NA
230650;   1;ITAPIUNA;2020-04-12;   2;NA
230655;   1;ITAREMA;2020-04-12;   2;NA
230690;  10;JAGUARIBE;2020-04-12;   7;  2
230700;   3;JAGUARUANA;2020-04-12;   2;NA
230710;   1;JARDIM;2020-04-12;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-12;  45;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-12;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-12;  14;  2
230765;  73;MARACANAU;2020-04-12; 126;  4
230770;  15;MARANGUAPE;2020-04-12;  45;  2
230800;   1;MASSAPE;2020-04-12;  40;NA
230810;   1;MAURITI;2020-04-12;   5;NA
230830;   1;MILAGRES;2020-04-12;   1;NA
230850;   5;MOMBACA;2020-04-12;   4;NA
230910;   1;MULUNGU;2020-04-12;  15;NA
230940;   2;NOVO ORIENTE;2020-04-12;   1;NA
230960;   5;PACAJUS;2020-04-12;  42;NA
230970;   8;PACATUBA;2020-04-12;  30;NA
231020;   1;PARACURU;2020-04-12;   2;NA
231050;   3;PEDRA BRANCA;2020-04-12;   3;NA
231070;   2;PENTECOSTE;2020-04-12;   8;NA
231080;   1;PEREIRO;2020-04-12;   3;NA
231085;   2;PINDORETAMA;2020-04-12;  11;NA
231110;   1;PORTEIRAS;2020-04-12;NA;NA
231123;   1;POTIRETAMA;2020-04-12;NA;NA
231126;   1;QUITERIANOPOLIS;2020-04-12;   8;NA
231130;  18;QUIXADA;2020-04-12;  18;NA
231140;   5;QUIXERAMOBIM;2020-04-12;  16;  1
231150;   2;QUIXERE;2020-04-12;   7;NA
231160;   5;REDENCAO;2020-04-12;   4;NA
231170;   1;RERIUTABA;2020-04-12;   1;NA
231180;   7;RUSSAS;2020-04-12;  31;NA
231195;   1;SALITRE;2020-04-12;   1;  1
231200;   2;SANTANA DO ACARAU;2020-04-12;  30;NA
231220;   3;SANTA QUITERIA;2020-04-12;  13;  1
231240;   4;SAO GONCALO DO AMARANTE;2020-04-12;  11;NA
231260;   2;SAO LUÍS DO CURU;2020-04-12;   3;NA
231270;   4;SENADOR POMPEU;2020-04-12;   2;NA
231280;   1;SENADOR SA;2020-04-12;   2;NA
231290;  28;SOBRAL;2020-04-12; 319;NA
231310;   4;TABULEIRO DO NORTE;2020-04-12;   1;NA
231330;   4;TAUA;2020-04-12;  54;NA
231340;   3;TIANGUA;2020-04-12;  10;  1
231350;   2;TRAIRI;2020-04-12;  10;NA
231355;   1;TURURU;2020-04-12;   1;NA
231390;   1;URUOCA;2020-04-12;  12;NA
231400;   3;VARZEA ALEGRE;2020-04-12;   3;NA
NA;  24;Sem informação;2020-04-12;  49;NA
230015;   1;ACARAPE;2020-04-13;   2;NA
230020;   1;ACARAU;2020-04-13;  24;NA
230030;   2;ACOPIARA;2020-04-13;   8;NA
230050;   1;ALCANTARAS;2020-04-13;   6;NA
230075;   1;AMONTADA;2020-04-13;   2;NA
230100;  38;AQUIRAZ;2020-04-13;  65;NA
230110;   9;ARACATI;2020-04-13;  33;  1
230120;   2;ARACOIABA;2020-04-13;  13;NA
230130;   1;ARARIPE;2020-04-13;   1;NA
230185;   1;BANABUIU;2020-04-13;   2;NA
230195;   1;BARREIRA;2020-04-13;   8;NA
230205;   2;BARROQUINHA;2020-04-13;   1;NA
230210;   3;BATURITÉ;2020-04-13;   9;NA
230220;   5;BEBERIBE;2020-04-13;  17;NA
230230;   3;BELA CRUZ;2020-04-13;   3;NA
230260;   1;CAMOCIM;2020-04-13;   8;NA
230280;   7;CANINDE;2020-04-13;  70;NA
230290;   1;CAPISTRANO;2020-04-13;   5;NA
230300;   2;CARIDADE;2020-04-13;   6;NA
230330;   1;CARIUS;2020-04-13;   6;  1
230350;   6;CASCAVEL;2020-04-13;  29;NA
230360;   1;CATARINA;2020-04-13;   5;NA
230370;  82;CAUCAIA;2020-04-13; 249;  4
230395;   2;CHOROZINHO;2020-04-13;   5;NA
230400;   1;COREAU;2020-04-13;  14;NA
230410;   3;CRATEUS;2020-04-13;  32;NA
230420;   5;CRATO;2020-04-13;  36;NA
230423;   1;CROATA;2020-04-13;   4;NA
230428;  28;EUSEBIO;2020-04-13;  64;  3
230430;   1;FARIAS BRITO;2020-04-13;   2;  1
230440;2587;FORTALEZA;2020-04-13;5644;101
230445;   1;FORTIM;2020-04-13;   2;NA
230465;   1;GRACA;2020-04-13;   1;NA
230470;   1;GRANJA;2020-04-13;   4;NA
230490;   1;GROAIRAS;2020-04-13;   3;NA
230495;   1;GUAIÚBA;2020-04-13;   5;NA
230500;   1;GUARACIABA DO NORTE;2020-04-13;   2;NA
230520;   1;HIDROLANDIA;2020-04-13;   4;NA
230523;  18;HORIZONTE;2020-04-13;  38;  1
230526;   1;IBARETAMA;2020-04-13;   7;NA
230533;   1;IBICUITINGA;2020-04-13;   2;NA
230535;   1;ICAPUI;2020-04-13;  13;NA
230540;   3;ICO;2020-04-13;  10;NA
230550;   9;IGUATU;2020-04-13;  20;  3
230560;   3;INDEPENDENCIA;2020-04-13;   1;NA
230565;   2;IPAPORANGA;2020-04-13;   2;NA
230590;   2;IPUEIRAS;2020-04-13;   9;  1
230620;   1;ITAICABA;2020-04-13;   3;NA
230625;   6;ITAITINGA;2020-04-13;  51;  1
230630;   1;ITAPAJE;2020-04-13;   3;NA
230640;   4;ITAPIPOCA;2020-04-13;  43;NA
230650;   1;ITAPIUNA;2020-04-13;   2;NA
230655;   1;ITAREMA;2020-04-13;   2;NA
230690;  10;JAGUARIBE;2020-04-13;   7;  2
230700;   3;JAGUARUANA;2020-04-13;   2;NA
230710;   1;JARDIM;2020-04-13;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-13;  47;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-13;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-13;  15;  2
230765;  73;MARACANAU;2020-04-13; 134;  4
230770;  15;MARANGUAPE;2020-04-13;  52;  2
230800;   1;MASSAPE;2020-04-13;  40;NA
230810;   1;MAURITI;2020-04-13;   5;NA
230830;   1;MILAGRES;2020-04-13;   1;NA
230850;   5;MOMBACA;2020-04-13;   4;NA
230910;   1;MULUNGU;2020-04-13;  15;NA
230940;   2;NOVO ORIENTE;2020-04-13;   1;NA
230960;   5;PACAJUS;2020-04-13;  46;NA
230970;   8;PACATUBA;2020-04-13;  36;NA
231020;   1;PARACURU;2020-04-13;   4;NA
231050;   3;PEDRA BRANCA;2020-04-13;   3;NA
231070;   2;PENTECOSTE;2020-04-13;   8;NA
231080;   1;PEREIRO;2020-04-13;   3;NA
231085;   3;PINDORETAMA;2020-04-13;  12;NA
231110;   1;PORTEIRAS;2020-04-13;NA;NA
231123;   1;POTIRETAMA;2020-04-13;NA;NA
231126;   1;QUITERIANOPOLIS;2020-04-13;   8;NA
231130;  18;QUIXADA;2020-04-13;  19;NA
231140;   5;QUIXERAMOBIM;2020-04-13;  16;  1
231150;   2;QUIXERE;2020-04-13;   8;NA
231160;   5;REDENCAO;2020-04-13;   4;NA
231170;   1;RERIUTABA;2020-04-13;   1;NA
231180;   7;RUSSAS;2020-04-13;  33;NA
231195;   1;SALITRE;2020-04-13;   1;  1
231200;   3;SANTANA DO ACARAU;2020-04-13;  30;NA
231220;   3;SANTA QUITERIA;2020-04-13;  13;  1
231240;   4;SAO GONCALO DO AMARANTE;2020-04-13;  11;NA
231260;   3;SAO LUÍS DO CURU;2020-04-13;   4;NA
231270;   4;SENADOR POMPEU;2020-04-13;   2;NA
231280;   1;SENADOR SA;2020-04-13;   2;NA
231290;  28;SOBRAL;2020-04-13; 326;NA
231310;   4;TABULEIRO DO NORTE;2020-04-13;   1;NA
231330;   4;TAUA;2020-04-13;  54;NA
231340;   3;TIANGUA;2020-04-13;  12;  1
231350;   2;TRAIRI;2020-04-13;  10;NA
231355;   1;TURURU;2020-04-13;   1;NA
231390;   1;URUOCA;2020-04-13;  12;NA
231400;   3;VARZEA ALEGRE;2020-04-13;   4;NA
NA;  59;Sem informação;2020-04-13;  49;NA
230015;   1;ACARAPE;2020-04-14;   3;NA
230020;   1;ACARAU;2020-04-14;  24;  1
230030;   2;ACOPIARA;2020-04-14;   8;NA
230050;   1;ALCANTARAS;2020-04-14;   7;NA
230075;   1;AMONTADA;2020-04-14;   2;NA
230100;  38;AQUIRAZ;2020-04-14;  68;NA
230110;   9;ARACATI;2020-04-14;  33;  1
230120;   2;ARACOIABA;2020-04-14;  13;NA
230130;   1;ARARIPE;2020-04-14;   1;NA
230185;   1;BANABUIU;2020-04-14;   2;NA
230195;   1;BARREIRA;2020-04-14;   8;NA
230205;   2;BARROQUINHA;2020-04-14;   1;NA
230210;   3;BATURITÉ;2020-04-14;   9;NA
230220;   5;BEBERIBE;2020-04-14;  17;NA
230230;   3;BELA CRUZ;2020-04-14;   3;NA
230260;   1;CAMOCIM;2020-04-14;   9;NA
230280;   7;CANINDE;2020-04-14;  71;NA
230290;   1;CAPISTRANO;2020-04-14;   5;  1
230300;   2;CARIDADE;2020-04-14;   6;NA
230330;   1;CARIUS;2020-04-14;   6;  1
230350;   6;CASCAVEL;2020-04-14;  30;NA
230360;   1;CATARINA;2020-04-14;   5;NA
230370;  85;CAUCAIA;2020-04-14; 263;  5
230395;   2;CHOROZINHO;2020-04-14;   5;NA
230400;   1;COREAU;2020-04-14;  14;NA
230410;   3;CRATEUS;2020-04-14;  32;NA
230420;   5;CRATO;2020-04-14;  37;NA
230423;   1;CROATA;2020-04-14;   4;NA
230428;  28;EUSEBIO;2020-04-14;  66;  3
230430;   1;FARIAS BRITO;2020-04-14;   2;  1
230440;2676;FORTALEZA;2020-04-14;5784;113
230445;   1;FORTIM;2020-04-14;   2;NA
230465;   1;GRACA;2020-04-14;   2;NA
230470;   1;GRANJA;2020-04-14;   5;NA
230490;   1;GROAIRAS;2020-04-14;   3;NA
230495;   1;GUAIÚBA;2020-04-14;   5;NA
230500;   1;GUARACIABA DO NORTE;2020-04-14;   2;NA
230520;   1;HIDROLANDIA;2020-04-14;   4;NA
230523;  18;HORIZONTE;2020-04-14;  47;  1
230526;   1;IBARETAMA;2020-04-14;   7;NA
230533;   1;IBICUITINGA;2020-04-14;   2;NA
230535;   1;ICAPUI;2020-04-14;  13;NA
230540;   3;ICO;2020-04-14;  11;NA
230550;   9;IGUATU;2020-04-14;  20;  4
230560;   3;INDEPENDENCIA;2020-04-14;   1;NA
230565;   2;IPAPORANGA;2020-04-14;   2;NA
230590;   2;IPUEIRAS;2020-04-14;   9;  1
230620;   1;ITAICABA;2020-04-14;   4;NA
230625;   6;ITAITINGA;2020-04-14;  52;  1
230630;   1;ITAPAJE;2020-04-14;   3;NA
230640;   5;ITAPIPOCA;2020-04-14;  43;NA
230650;   1;ITAPIUNA;2020-04-14;   2;NA
230655;   1;ITAREMA;2020-04-14;   4;NA
230690;  10;JAGUARIBE;2020-04-14;   8;  2
230700;   3;JAGUARUANA;2020-04-14;   2;NA
230710;   1;JARDIM;2020-04-14;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-14;  48;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-14;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-14;  16;  2
230765;  75;MARACANAU;2020-04-14; 146;  5
230770;  15;MARANGUAPE;2020-04-14;  55;  2
230800;   1;MASSAPE;2020-04-14;  42;NA
230810;   1;MAURITI;2020-04-14;   6;NA
230830;   1;MILAGRES;2020-04-14;   1;NA
230850;   5;MOMBACA;2020-04-14;   4;NA
230910;   1;MULUNGU;2020-04-14;  15;NA
230940;   2;NOVO ORIENTE;2020-04-14;   1;NA
230960;   5;PACAJUS;2020-04-14;  46;NA
230970;   9;PACATUBA;2020-04-14;  39;NA
231020;   1;PARACURU;2020-04-14;   4;NA
231050;   3;PEDRA BRANCA;2020-04-14;   3;NA
231070;   2;PENTECOSTE;2020-04-14;  10;NA
231080;   1;PEREIRO;2020-04-14;   3;NA
231085;   3;PINDORETAMA;2020-04-14;  12;NA
231110;   1;PORTEIRAS;2020-04-14;NA;NA
231123;   1;POTIRETAMA;2020-04-14;NA;NA
231126;   1;QUITERIANOPOLIS;2020-04-14;   8;NA
231130;  18;QUIXADA;2020-04-14;  19;NA
231140;   5;QUIXERAMOBIM;2020-04-14;  18;  1
231150;   2;QUIXERE;2020-04-14;   9;NA
231160;   5;REDENCAO;2020-04-14;   4;NA
231170;   1;RERIUTABA;2020-04-14;   1;NA
231180;   7;RUSSAS;2020-04-14;  34;NA
231195;   1;SALITRE;2020-04-14;   1;  1
231200;   3;SANTANA DO ACARAU;2020-04-14;  30;NA
231220;   3;SANTA QUITERIA;2020-04-14;  13;  1
231240;   4;SAO GONCALO DO AMARANTE;2020-04-14;  11;  1
231260;   3;SAO LUÍS DO CURU;2020-04-14;   4;NA
231270;   4;SENADOR POMPEU;2020-04-14;   2;NA
231280;   1;SENADOR SA;2020-04-14;   3;NA
231290;  29;SOBRAL;2020-04-14; 328;NA
231310;   4;TABULEIRO DO NORTE;2020-04-14;   1;NA
231330;   4;TAUA;2020-04-14;  59;NA
231340;   3;TIANGUA;2020-04-14;  12;  1
231350;   2;TRAIRI;2020-04-14;  10;NA
231355;   1;TURURU;2020-04-14;   1;NA
231390;   1;URUOCA;2020-04-14;  12;NA
231400;   3;VARZEA ALEGRE;2020-04-14;   4;NA
NA;  82;Sem informação;2020-04-14;  49;NA
230015;   2;ACARAPE;2020-04-15;   3;NA
230020;   1;ACARAU;2020-04-15;  24;  1
230030;   2;ACOPIARA;2020-04-15;  10;NA
230050;   1;ALCANTARAS;2020-04-15;   8;NA
230075;   1;AMONTADA;2020-04-15;   2;NA
230100;  38;AQUIRAZ;2020-04-15;  69;NA
230110;   9;ARACATI;2020-04-15;  33;  1
230120;   2;ARACOIABA;2020-04-15;  14;NA
230130;   1;ARARIPE;2020-04-15;   1;NA
230185;   1;BANABUIU;2020-04-15;   2;NA
230195;   1;BARREIRA;2020-04-15;   8;NA
230205;   2;BARROQUINHA;2020-04-15;   4;NA
230210;   3;BATURITÉ;2020-04-15;   9;NA
230220;   5;BEBERIBE;2020-04-15;  21;NA
230230;   5;BELA CRUZ;2020-04-15;   3;NA
230260;   1;CAMOCIM;2020-04-15;   9;NA
230280;   7;CANINDE;2020-04-15;  71;NA
230290;   1;CAPISTRANO;2020-04-15;   5;  1
230300;   2;CARIDADE;2020-04-15;   6;NA
230330;   1;CARIUS;2020-04-15;   6;  1
230350;   6;CASCAVEL;2020-04-15;  34;NA
230360;   1;CATARINA;2020-04-15;   5;NA
230370;  87;CAUCAIA;2020-04-15; 277;  5
230395;   2;CHOROZINHO;2020-04-15;   5;NA
230400;   1;COREAU;2020-04-15;  14;NA
230410;   3;CRATEUS;2020-04-15;  33;NA
230420;   5;CRATO;2020-04-15;  37;NA
230423;   1;CROATA;2020-04-15;   4;NA
230428;  29;EUSEBIO;2020-04-15;  69;  4
230430;   1;FARIAS BRITO;2020-04-15;   2;  1
230440;2751;FORTALEZA;2020-04-15;5989;127
230445;   1;FORTIM;2020-04-15;   2;NA
230465;   1;GRACA;2020-04-15;   2;NA
230470;   1;GRANJA;2020-04-15;   5;NA
230490;   1;GROAIRAS;2020-04-15;   3;NA
230495;   1;GUAIÚBA;2020-04-15;   5;NA
230500;   1;GUARACIABA DO NORTE;2020-04-15;   2;NA
230520;   1;HIDROLANDIA;2020-04-15;   4;NA
230523;  18;HORIZONTE;2020-04-15;  53;  1
230526;   1;IBARETAMA;2020-04-15;   7;NA
230533;   1;IBICUITINGA;2020-04-15;   2;NA
230535;   1;ICAPUI;2020-04-15;  13;NA
230540;   3;ICO;2020-04-15;  11;NA
230550;   9;IGUATU;2020-04-15;  22;  4
230560;   3;INDEPENDENCIA;2020-04-15;   1;NA
230565;   2;IPAPORANGA;2020-04-15;   2;NA
230590;   2;IPUEIRAS;2020-04-15;  10;  1
230620;   1;ITAICABA;2020-04-15;   4;NA
230625;   6;ITAITINGA;2020-04-15;  53;  1
230630;   1;ITAPAJE;2020-04-15;   4;NA
230640;   5;ITAPIPOCA;2020-04-15;  45;NA
230650;   1;ITAPIUNA;2020-04-15;   2;NA
230655;   1;ITAREMA;2020-04-15;   4;NA
230670;   1;JAGUARETAMA;2020-04-15;   3;NA
230690;  10;JAGUARIBE;2020-04-15;   9;  2
230700;   3;JAGUARUANA;2020-04-15;   3;NA
230710;   1;JARDIM;2020-04-15;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-15;  48;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-15;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-15;  16;  2
230765;  77;MARACANAU;2020-04-15; 156;  5
230770;  18;MARANGUAPE;2020-04-15;  59;  2
230800;   1;MASSAPE;2020-04-15;  42;NA
230810;   1;MAURITI;2020-04-15;   6;NA
230830;   1;MILAGRES;2020-04-15;   1;NA
230850;   5;MOMBACA;2020-04-15;   4;NA
230910;   1;MULUNGU;2020-04-15;  15;NA
230940;   2;NOVO ORIENTE;2020-04-15;   1;NA
230960;   5;PACAJUS;2020-04-15;  47;NA
230970;  11;PACATUBA;2020-04-15;  42;NA
231020;   1;PARACURU;2020-04-15;   4;NA
231050;   3;PEDRA BRANCA;2020-04-15;   3;NA
231070;   2;PENTECOSTE;2020-04-15;  10;NA
231080;   1;PEREIRO;2020-04-15;   3;NA
231085;   3;PINDORETAMA;2020-04-15;  12;NA
231110;   1;PORTEIRAS;2020-04-15;NA;NA
231123;   1;POTIRETAMA;2020-04-15;NA;NA
231126;   1;QUITERIANOPOLIS;2020-04-15;   8;NA
231130;  18;QUIXADA;2020-04-15;  22;NA
231140;   5;QUIXERAMOBIM;2020-04-15;  18;  1
231150;   2;QUIXERE;2020-04-15;  10;NA
231160;   5;REDENCAO;2020-04-15;   4;NA
231170;   1;RERIUTABA;2020-04-15;   2;NA
231180;   7;RUSSAS;2020-04-15;  36;NA
231195;   1;SALITRE;2020-04-15;   1;  1
231200;   3;SANTANA DO ACARAU;2020-04-15;  30;NA
231220;   3;SANTA QUITERIA;2020-04-15;  13;  1
231240;   4;SAO GONCALO DO AMARANTE;2020-04-15;  13;  1
231260;   3;SAO LUÍS DO CURU;2020-04-15;   7;NA
231270;   4;SENADOR POMPEU;2020-04-15;   2;NA
231280;   1;SENADOR SA;2020-04-15;   3;NA
231290;  29;SOBRAL;2020-04-15; 330;NA
231310;   4;TABULEIRO DO NORTE;2020-04-15;   1;NA
231330;   4;TAUA;2020-04-15;  59;NA
231340;   4;TIANGUA;2020-04-15;  13;  1
231350;   2;TRAIRI;2020-04-15;  10;NA
231355;   1;TURURU;2020-04-15;   1;NA
231390;   1;URUOCA;2020-04-15;  12;NA
231400;   3;VARZEA ALEGRE;2020-04-15;   5;NA
NA;  82;Sem informação;2020-04-15;  49;NA
230015;   3;ACARAPE;2020-04-16;   4;NA
230020;   1;ACARAU;2020-04-16;  24;  1
230030;   2;ACOPIARA;2020-04-16;  10;NA
230050;   1;ALCANTARAS;2020-04-16;   8;NA
230075;   1;AMONTADA;2020-04-16;   2;NA
230100;  38;AQUIRAZ;2020-04-16;  71;NA
230110;   9;ARACATI;2020-04-16;  34;  1
230120;   3;ARACOIABA;2020-04-16;  14;NA
230130;   1;ARARIPE;2020-04-16;   1;NA
230185;   1;BANABUIU;2020-04-16;   3;NA
230195;   1;BARREIRA;2020-04-16;   8;NA
230205;   2;BARROQUINHA;2020-04-16;   4;NA
230210;   3;BATURITÉ;2020-04-16;   9;NA
230220;   5;BEBERIBE;2020-04-16;  23;NA
230230;   5;BELA CRUZ;2020-04-16;   4;NA
230260;   1;CAMOCIM;2020-04-16;   9;NA
230280;   7;CANINDE;2020-04-16;  71;NA
230290;   1;CAPISTRANO;2020-04-16;   5;  1
230300;   2;CARIDADE;2020-04-16;   6;NA
230330;   1;CARIUS;2020-04-16;   6;  1
230350;   7;CASCAVEL;2020-04-16;  38;NA
230360;   1;CATARINA;2020-04-16;   5;NA
230370;  89;CAUCAIA;2020-04-16; 291;  5
230395;   2;CHOROZINHO;2020-04-16;   5;NA
230400;   1;COREAU;2020-04-16;  20;NA
230410;   3;CRATEUS;2020-04-16;  34;NA
230420;   5;CRATO;2020-04-16;  38;NA
230423;   1;CROATA;2020-04-16;   4;NA
230428;  30;EUSEBIO;2020-04-16;  72;  4
230430;   1;FARIAS BRITO;2020-04-16;   2;  1
230440;2821;FORTALEZA;2020-04-16;6190;133
230445;   1;FORTIM;2020-04-16;   2;NA
230465;   1;GRACA;2020-04-16;   2;NA
230470;   1;GRANJA;2020-04-16;   5;NA
230490;   1;GROAIRAS;2020-04-16;   3;NA
230495;   1;GUAIÚBA;2020-04-16;   6;NA
230500;   1;GUARACIABA DO NORTE;2020-04-16;   2;NA
230520;   1;HIDROLANDIA;2020-04-16;   4;NA
230523;  18;HORIZONTE;2020-04-16;  60;  1
230526;   1;IBARETAMA;2020-04-16;   7;NA
230533;   1;IBICUITINGA;2020-04-16;   2;NA
230535;   1;ICAPUI;2020-04-16;  13;NA
230540;   3;ICO;2020-04-16;  11;NA
230550;   9;IGUATU;2020-04-16;  23;  4
230560;   3;INDEPENDENCIA;2020-04-16;   1;NA
230565;   2;IPAPORANGA;2020-04-16;   2;NA
230590;   2;IPUEIRAS;2020-04-16;  10;  1
230620;   1;ITAICABA;2020-04-16;   4;NA
230625;   6;ITAITINGA;2020-04-16;  53;  1
230630;   1;ITAPAJE;2020-04-16;   4;NA
230640;   5;ITAPIPOCA;2020-04-16;  48;NA
230650;   1;ITAPIUNA;2020-04-16;   2;NA
230655;   1;ITAREMA;2020-04-16;   4;NA
230670;   1;JAGUARETAMA;2020-04-16;   3;NA
230690;  10;JAGUARIBE;2020-04-16;  11;  2
230700;   3;JAGUARUANA;2020-04-16;   5;NA
230710;   1;JARDIM;2020-04-16;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-16;  49;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-16;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-16;  22;  2
230765;  79;MARACANAU;2020-04-16; 166;  5
230770;  18;MARANGUAPE;2020-04-16;  66;  2
230800;   1;MASSAPE;2020-04-16;  44;NA
230810;   1;MAURITI;2020-04-16;   6;NA
230830;   1;MILAGRES;2020-04-16;   1;NA
230850;   5;MOMBACA;2020-04-16;   4;NA
230910;   1;MULUNGU;2020-04-16;  15;NA
230940;   2;NOVO ORIENTE;2020-04-16;   1;NA
230960;   5;PACAJUS;2020-04-16;  49;NA
230970;  12;PACATUBA;2020-04-16;  46;NA
231020;   1;PARACURU;2020-04-16;   4;NA
231050;   3;PEDRA BRANCA;2020-04-16;   3;  1
231070;   2;PENTECOSTE;2020-04-16;  10;NA
231080;   1;PEREIRO;2020-04-16;   3;NA
231085;   3;PINDORETAMA;2020-04-16;  12;NA
231110;   1;PORTEIRAS;2020-04-16;NA;NA
231123;   1;POTIRETAMA;2020-04-16;NA;NA
231126;   1;QUITERIANOPOLIS;2020-04-16;   8;NA
231130;  18;QUIXADA;2020-04-16;  25;NA
231140;   5;QUIXERAMOBIM;2020-04-16;  20;  1
231150;   2;QUIXERE;2020-04-16;  10;NA
231160;   5;REDENCAO;2020-04-16;   5;NA
231170;   1;RERIUTABA;2020-04-16;   2;NA
231180;   7;RUSSAS;2020-04-16;  43;NA
231195;   1;SALITRE;2020-04-16;   2;  1
231200;   3;SANTANA DO ACARAU;2020-04-16;  31;NA
231220;   3;SANTA QUITERIA;2020-04-16;  14;  1
231240;   5;SAO GONCALO DO AMARANTE;2020-04-16;  13;  1
231260;   3;SAO LUÍS DO CURU;2020-04-16;   8;NA
231270;   4;SENADOR POMPEU;2020-04-16;   2;NA
231280;   1;SENADOR SA;2020-04-16;   3;NA
231290;  29;SOBRAL;2020-04-16; 336;NA
231310;   4;TABULEIRO DO NORTE;2020-04-16;   1;NA
231330;   4;TAUA;2020-04-16;  61;NA
231340;   4;TIANGUA;2020-04-16;  13;  1
231350;   2;TRAIRI;2020-04-16;  11;NA
231355;   1;TURURU;2020-04-16;   1;NA
231390;   1;URUOCA;2020-04-16;  12;NA
231400;   3;VARZEA ALEGRE;2020-04-16;   5;NA
NA;  82;Sem informação;2020-04-16;  49;NA
230015;   3;ACARAPE;2020-04-17;   4;NA
230020;   1;ACARAU;2020-04-17;  24;  1
230030;   2;ACOPIARA;2020-04-17;  10;NA
230050;   1;ALCANTARAS;2020-04-17;   8;NA
230075;   1;AMONTADA;2020-04-17;   4;NA
230100;  38;AQUIRAZ;2020-04-17;  74;NA
230110;   9;ARACATI;2020-04-17;  35;  1
230120;   3;ARACOIABA;2020-04-17;  15;NA
230130;   1;ARARIPE;2020-04-17;   1;NA
230185;   1;BANABUIU;2020-04-17;   3;NA
230195;   1;BARREIRA;2020-04-17;   8;NA
230205;   2;BARROQUINHA;2020-04-17;   4;NA
230210;   3;BATURITÉ;2020-04-17;   9;NA
230220;   5;BEBERIBE;2020-04-17;  25;NA
230230;   5;BELA CRUZ;2020-04-17;   5;NA
230260;   1;CAMOCIM;2020-04-17;  10;NA
230280;   7;CANINDE;2020-04-17;  72;NA
230290;   1;CAPISTRANO;2020-04-17;   5;  1
230300;   2;CARIDADE;2020-04-17;   6;NA
230330;   1;CARIUS;2020-04-17;   6;  1
230350;   7;CASCAVEL;2020-04-17;  41;NA
230360;   1;CATARINA;2020-04-17;   5;NA
230370;  89;CAUCAIA;2020-04-17; 301;  5
230395;   2;CHOROZINHO;2020-04-17;   5;NA
230400;   1;COREAU;2020-04-17;  20;NA
230410;   3;CRATEUS;2020-04-17;  34;NA
230420;   5;CRATO;2020-04-17;  41;NA
230423;   1;CROATA;2020-04-17;   4;NA
230428;  30;EUSEBIO;2020-04-17;  80;  4
230430;   1;FARIAS BRITO;2020-04-17;   2;  1
230440;2837;FORTALEZA;2020-04-17;6483;147
230445;   1;FORTIM;2020-04-17;   3;NA
230465;   1;GRACA;2020-04-17;   2;NA
230470;   1;GRANJA;2020-04-17;   5;NA
230490;   1;GROAIRAS;2020-04-17;   3;NA
230495;   1;GUAIÚBA;2020-04-17;   7;NA
230500;   1;GUARACIABA DO NORTE;2020-04-17;   5;NA
230520;   1;HIDROLANDIA;2020-04-17;   4;NA
230523;  18;HORIZONTE;2020-04-17;  67;  2
230526;   1;IBARETAMA;2020-04-17;   7;NA
230533;   1;IBICUITINGA;2020-04-17;   2;NA
230535;   1;ICAPUI;2020-04-17;  13;NA
230540;   3;ICO;2020-04-17;  11;NA
230550;   9;IGUATU;2020-04-17;  25;  4
230560;   3;INDEPENDENCIA;2020-04-17;   1;NA
230565;   2;IPAPORANGA;2020-04-17;   2;NA
230590;   2;IPUEIRAS;2020-04-17;  11;  1
230620;   1;ITAICABA;2020-04-17;   4;NA
230625;   6;ITAITINGA;2020-04-17;  59;  1
230630;   1;ITAPAJE;2020-04-17;   4;NA
230640;   5;ITAPIPOCA;2020-04-17;  53;NA
230650;   1;ITAPIUNA;2020-04-17;   2;NA
230655;   1;ITAREMA;2020-04-17;   8;NA
230670;   1;JAGUARETAMA;2020-04-17;   3;NA
230690;  10;JAGUARIBE;2020-04-17;  13;  2
230700;   3;JAGUARUANA;2020-04-17;   5;NA
230710;   1;JARDIM;2020-04-17;   2;NA
230730;   5;JUAZEIRO DO NORTE;2020-04-17;  52;NA
230750;   1;LAVRAS DA MANGABEIRA;2020-04-17;   1;NA
230760;   6;LIMOEIRO DO NORTE;2020-04-17;  22;  2
